date_time_utc_iso,date_time_tag,ticker,value
2025-12-24T09:01:58Z,2025-12-24T09:01:58Z|premarket_open,SBET,9.2400
2025-12-24T09:01:58Z,2025-12-24T09:01:58Z|premarket_open,VST,161.6700
2025-12-24T09:01:58Z,2025-12-24T09:01:58Z|premarket_open,GME,21.3800
2025-12-24T09:01:58Z,2025-12-24T09:01:58Z|premarket_open,AMC,1.6800
2025-12-24T09:01:58Z,2025-12-24T09:01:58Z|premarket_open,BB,4.0000
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,NOW,152.5900
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,ASML,1065.5200
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,TSM,298.8000
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,CRWD,477.1100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,FTNT,81.1800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,PLTR,194.1700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,SMCI,30.5500
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AMZN,232.3800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,NVDA,188.6100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AAPL,273.8100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AMD,215.0400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,META,667.5500
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,LLY,1076.9800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,TSLA,485.4000
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,V,355.1400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AVGO,350.2200
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,ORCL,197.4900
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,MA,579.4500
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,GOOGL,314.0900
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,GOOG,315.6700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,NFLX,93.6400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,BA,218.1600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,DIS,114.4800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,GE,316.7500
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,HD,347.3400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,NKE,60.0000
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,BAC,56.2500
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,UAL,114.8100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,BABA,150.0600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,T,24.6600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,SBUX,84.5700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,VLO,164.4700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,KO,70.1100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,DOW,23.0600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,DD,41.0700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,JNJ,207.7800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,MSI,376.4800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,TXN,177.1300
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,WMT,111.6100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,COST,871.8600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,KNSL,396.6400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,WM,221.3600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,DVA,114.4100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AXP,383.1100
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,HOOD,120.4400
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,IBKR,65.9800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,FUTU,164.6700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,NVO,52.5600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,PFE,25.0300
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,PG,144.4900
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,UNH,327.5800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,MRVL,86.4900
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,CRWV,78.8700
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,KLAR,30.4200
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,SBET,9.2000
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,VST,161.9600
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,GME,21.5300
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,AMC,1.6800
2025-12-25T03:38:34Z,2025-12-25T03:38:34Z|postmarket_close,BB,3.9900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,NOW,152.5900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,ASML,1065.5200
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,TSM,298.8000
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,CRWD,477.1100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,FTNT,81.1800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,PLTR,194.1700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,SMCI,30.5500
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AMZN,232.3800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,NVDA,188.6100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AAPL,273.8100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AMD,215.0400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,META,667.5500
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,LLY,1076.9800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,TSLA,485.4000
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,V,355.1400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AVGO,350.2200
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,ORCL,197.4900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,MA,579.4500
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,GOOGL,314.0900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,GOOG,315.6700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,NFLX,93.6400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,BA,218.1600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,DIS,114.4800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,GE,316.7500
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,HD,347.3400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,NKE,60.0000
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,BAC,56.2500
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,UAL,114.8100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,BABA,150.0600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,T,24.6600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,SBUX,84.5700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,VLO,164.4700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,KO,70.1100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,DOW,23.0600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,DD,41.0700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,JNJ,207.7800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,MSI,376.4800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,TXN,177.1300
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,WMT,111.6100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,COST,871.8600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,KNSL,396.6400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,WM,221.3600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,DVA,114.4100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AXP,383.1100
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,HOOD,120.4400
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,IBKR,65.9800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,FUTU,164.6700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,NVO,52.5600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,PFE,25.0300
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,PG,144.4900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,UNH,327.5800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,MRVL,86.4900
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,CRWV,78.8700
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,KLAR,30.4200
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,SBET,9.2000
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,VST,161.9600
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,GME,21.5300
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,AMC,1.6800
2025-12-25T09:00:05Z,2025-12-25T09:00:05Z|premarket_open,BB,3.9900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,NOW,152.5900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,ASML,1065.5200
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,TSM,298.8000
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,CRWD,477.1100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,FTNT,81.1800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,PLTR,194.1700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,SMCI,30.5500
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AMZN,232.3800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,NVDA,188.6100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AAPL,273.8100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AMD,215.0400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,META,667.5500
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,LLY,1076.9800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,TSLA,485.4000
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,V,355.1400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AVGO,350.2200
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,ORCL,197.4900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,MA,579.4500
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,GOOGL,314.0900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,GOOG,315.6700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,NFLX,93.6400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,BA,218.1600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,DIS,114.4800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,GE,316.7500
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,HD,347.3400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,NKE,60.0000
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,BAC,56.2500
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,UAL,114.8100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,BABA,150.0600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,T,24.6600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,SBUX,84.5700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,VLO,164.4700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,KO,70.1100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,DOW,23.0600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,DD,41.0700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,JNJ,207.7800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,MSI,376.4800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,TXN,177.1300
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,WMT,111.6100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,COST,871.8600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,KNSL,396.6400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,WM,221.3600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,DVA,114.4100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AXP,383.1100
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,HOOD,120.4400
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,IBKR,65.9800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,FUTU,164.6700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,NVO,52.5600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,PFE,25.0300
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,PG,144.4900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,UNH,327.5800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,MRVL,86.4900
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,CRWV,78.8700
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,KLAR,30.4200
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,SBET,9.2000
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,VST,161.9600
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,GME,21.5300
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,AMC,1.6800
2025-12-25T14:27:31Z,2025-12-25T14:27:31Z|premarket_close,BB,3.9900
